asking_price,distance_to_dt,building_age_max,bathrooms,parking_spots,sqft_min,photo_count
619900,12.666904559615256,1,0.001669449081803005,0.001669449081803005,500,7
515000,1.2146382283139179,16,0.001669449081803005,0,500,17
1195000,2.048764812679714,21,0.0016680567139282735,8.340283569641367e-4,1000,36
869000,1.4527162197735726,0,0.001430615164520744,0,600,25
476000,16.019394974386387,1,0.001669449081803005,0.001669449081803005,500,17
649000,15.50437581486436,22,0.002002002002002002,0.001001001001001001,900,23
794000,14.980167831433274,NA,0.002224694104560623,0.0011123470522803114,800,6
622000,15.25620415664389,21,0.002002002002002002,0,900,10
344000,11.816707028182433,49,0.0012515644555694619,0.0012515644555694619,700,10
535000,18.622751521434243,44,0.0016680567139282735,8.340283569641367e-4,1000,24
799000,3.2834432118341454,10,0.002224694104560623,0.0011123470522803114,800,40
569000,16.573563624425176,40,0.0016680567139282735,8.340283569641367e-4,1000,26
1165000,5.039116183756449,4,0.002002002002002002,0.001001001001001001,900,29
728000,1.265696707163634,7,0.001430615164520744,0,600,16
839000,14.948706001853518,NA,0.002861230329041488,0.001430615164520744,600,9
1268000,13.78759765751688,10,0.0014295925661186562,7.147962830593281e-4,1200,20
850888,14.789843082477947,1,0.002224694104560623,0.0011123470522803114,800,31
1099000,11.306220715656378,19,0.001001001001001001,0.001001001001001001,900,25
740000,14.980167831433274,1,0.002861230329041488,0.001430615164520744,600,5
1399999,14.874675618737015,19,0.0016675931072818232,0.0011117287381878821,1600,34
1190000,5.152254081195338,NA,0.002224694104560623,0.0011123470522803114,800,NA
689000,1.1150783047694266,12,0.001669449081803005,0.001669449081803005,500,29
749000,7.62730186315601,15,0.0011123470522803114,0.0011123470522803114,800,16
649000,3.21035083220818,0,0.002004008016032064,0,0,18
1499000,14.874675618737015,19,0.0015007503751875938,0.0010005002501250625,1800,34
930000,18.9864999132759,5,0.002224694104560623,0.0011123470522803114,800,33
639900,13.873659273360339,NA,0.002861230329041488,0.001430615164520744,600,21
1008888,1.2485315445497496,4,0.002224694104560623,0.0011123470522803114,800,34
1024990,11.1466176257337,30,0.0014295925661186562,0.0014295925661186562,1200,29
558000,1.3264824956860788,21,0.001669449081803005,0.001669449081803005,500,20
899900,1.5904689692742842,17,0.0016680567139282735,8.340283569641367e-4,1000,38
839000,2.185629348770226,2,0.0025031289111389237,0,700,17
798900,10.109832269177891,1,0.0016680567139282735,8.340283569641367e-4,1000,35
889000,1.538074406239302,17,0.002224694104560623,0.0011123470522803114,800,40
819900,2.5180476715585574,0,0.0018450184501845018,0.0018450184501845018,542,40
149900,20.20079252421682,49,0.001430615164520744,0.001430615164520744,600,NA
474900,11.816707028182433,49,0.001001001001001001,0.001001001001001001,900,24
899000,0.903801241628061,15,0.002224694104560623,0.0011123470522803114,800,10
580000,19.865023214701186,42,7.147962830593281e-4,7.147962830593281e-4,1200,34
699900,1.375503641321811,14,0.001430615164520744,0.001430615164520744,600,21
525000,3.871947919727924,6,0.001669449081803005,0,500,NA
699900,6.8226990728251975,1,0.002861230329041488,0,600,26
975000,0.7250758148470082,NA,0.002861230329041488,0,600,2
582000,11.41129512694115,30,0.0016680567139282735,8.340283569641367e-4,1000,30
799700,1.8572504243011603,11,0.002224694104560623,0.0011123470522803114,800,8
790000,2.7449824475979407,0,0.0025031289111389237,0.0012515644555694619,700,21
628800,11.693292530822774,29,0.0011123470522803114,0.0011123470522803114,800,13
898000,2.4529897284696665,30,0.0016680567139282735,8.340283569641367e-4,1000,33
699990,13.940057125487648,6,0.0016680567139282735,8.340283569641367e-4,1000,40
709000,16.243192412910094,1,0.002224694104560623,0.0011123470522803114,800,38
549900,3.4286208384702155,29,0.001430615164520744,0,600,15
1279900,4.433104685409138,35,0.0012507817385866166,6.253908692933083e-4,1400,24
850000,6.876986560487061,1,0.0025031289111389237,0.0012515644555694619,700,31
499000,14.970073454879099,NA,0.001669449081803005,0,500,34
538000,18.960283169956316,10,0.001430615164520744,0.001430615164520744,600,25
699000,3.2193894266846055,4,0.002861230329041488,0.001430615164520744,600,17
888888,13.233763888359544,5,0.002002002002002002,0.001001001001001001,900,30
888000,12.680887574244595,17,0.0016680567139282735,0.0025020850708924102,1000,28
859000,14.376488082741238,24,0.0016680567139282735,8.340283569641367e-4,1000,21
635000,2.1610462333552283,17,0.001669449081803005,0.001669449081803005,500,16
699000,1.455888305303517,2,0.001430615164520744,0,600,14
849800,6.876986560487061,1,0.0025031289111389237,0,700,6
1499000,3.3473675968842813,38,0.0012507817385866166,6.253908692933083e-4,1400,35
660000,2.3425312639256837,30,0.0016680567139282735,0,1000,20
849900,2.144732247801579,2,0.001669449081803005,0,500,20
1150000,18.53287413080604,1,0.002144388849177984,7.147962830593281e-4,1200,29
850000,4.971809845106018,7,0.002224694104560623,0.0011123470522803114,800,24
499900,10.276732407167268,49,0.0016680567139282735,8.340283569641367e-4,1000,37
525000,21.559932938241797,39,0.0014295925661186562,7.147962830593281e-4,1200,17
649000,2.072391812398828,6,0.001669449081803005,0.001669449081803005,500,20
968000,2.185629348770226,3,0.0025031289111389237,0.0012515644555694619,700,29
789000,10.359882257901342,NA,0.0012515644555694619,0.0012515644555694619,700,16
699900,3.1458463667298515,12,0.002224694104560623,0.0011123470522803114,800,32
1099000,13.950178264084919,12,0.0014295925661186562,7.147962830593281e-4,1200,27
635000,1.1066406678696485,10,0.001430615164520744,0.001430615164520744,600,15
499000,15.776490165494495,27,7.147962830593281e-4,7.147962830593281e-4,1200,37
1139990,4.74222998780339,1,0.002002002002002002,0.001001001001001001,900,19
752900,3.4136570884864494,1,0.001430615164520744,0,600,13
1488800,1.3303568168237279,3,0.0016680567139282735,8.340283569641367e-4,1000,40
559000,5.644607868449692,6,0.001669449081803005,0,500,17
569900,0.6097326775604643,5,0.001669449081803005,0,500,14
1039900,3.309035232380036,8,0.002224694104560623,0.0011123470522803114,800,15
498000,9.87388327523117,24,0.001430615164520744,0.001430615164520744,600,13
969000,5.451676876961692,1,0.002861230329041488,0.001430615164520744,600,26
709000,0.8068250861523782,13,0.001669449081803005,0.001669449081803005,500,15
998000,1.2448132286174587,6,0.002002002002002002,0.001001001001001001,900,20
680000,14.948706001853518,1,0.002861230329041488,0.001430615164520744,600,3
539900,2.6987433188517462,49,0.001669449081803005,0,500,40
995000,5.561450273679553,38,0.0011117287381878821,5.558643690939411e-4,1600,19
779000,3.3957992369555208,6,0.0025031289111389237,0.0012515644555694619,700,30
1076990,2.267752112277668,NA,0.0016680567139282735,8.340283569641367e-4,1000,15
999000,2.390810386640689,11,0.0016680567139282735,8.340283569641367e-4,1000,25
649900,2.5129600781132764,31,0.001430615164520744,0,600,20
449900,25.904721008297997,NA,0.002004008016032064,0,0,14
589000,23.362130309309677,31,0.0016680567139282735,8.340283569641367e-4,1000,20
524900,24.342473229252597,27,0.0014295925661186562,7.147962830593281e-4,1200,30
789888,13.774686088335578,15,0.0012004801920768306,0.0012004801920768306,2250,33
649000,13.096464157378707,6,0.0025031289111389237,0.0012515644555694619,700,30
899000,1.4440016338493429,21,8.340283569641367e-4,8.340283569641367e-4,1000,28
829900,0.5035946232039381,30,0.0014295925661186562,7.147962830593281e-4,1200,34
1119900,0.8446889398213339,12,0.0016680567139282735,8.340283569641367e-4,1000,40
769000,2.5066587520935917,24,0.0016680567139282735,0,1000,26
665000,1.3229586861496987,31,0.0016680567139282735,0,1000,11
1099000,1.0294926466252625,5,0.002002002002002002,0.001001001001001001,900,22
635000,16.100000687845288,5,0.002002002002002002,0.001001001001001001,900,27
559900,20.189206689076016,33,0.0014295925661186562,0.0014295925661186562,1200,14
739999,1.723304547809225,31,0.0012515644555694619,0.0012515644555694619,700,13
599000,7.674002877835546,23,0.001001001001001001,0.001001001001001001,900,18
550000,18.583686600351644,44,0.0012507817385866166,0.001876172607879925,1400,27
